,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,cust_age,cust_gender,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned
3810,3811,CA-2016-113628,12/11/16,19/11/16,Standard Class,AH-10690,Anna Häberlin,21,Female,Corporate,United States,Plantation,Florida,33317,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.0792,TRUE
3811,3812,CA-2016-113628,12/11/16,19/11/16,Standard Class,AH-10690,Anna Häberlin,21,Female,Corporate,United States,Plantation,Florida,33317,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,3,0.2,16.4403,TRUE
3823,3824,CA-2016-140984,14/09/16,18/09/16,Standard Class,CC-12685,Craig Carroll,18,Female,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,991.2,6,0,257.712,TRUE
3824,3825,CA-2016-140984,14/09/16,18/09/16,Standard Class,CC-12685,Craig Carroll,20,Male,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994,TRUE
3825,3826,CA-2016-140984,14/09/16,18/09/16,Standard Class,CC-12685,Craig Carroll,22,Female,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,0.2,4.536,TRUE
3858,3859,CA-2015-140816,20/12/15,20/12/15,Same Day,TC-21295,Toby Carlisle,21,Female,Consumer,United States,Thornton,Colorado,80229,West,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,447.944,7,0.2,89.5888,TRUE
3886,3887,CA-2017-167759,03/03/17,08/03/17,Second Class,CC-12670,Craig Carreira,19,Female,Consumer,United States,Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0,37.758,TRUE
3924,3925,CA-2015-103940,17/09/15,21/09/15,Standard Class,BN-11515,Bradley Nguyen,18,Female,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2,0,1.2112,TRUE
3925,3926,CA-2015-103940,17/09/15,21/09/15,Standard Class,BN-11515,Bradley Nguyen,23,Female,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,0,16.2204,TRUE
3926,3927,CA-2015-103940,17/09/15,21/09/15,Standard Class,BN-11515,Bradley Nguyen,21,Female,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292,TRUE
3927,3928,CA-2015-103940,17/09/15,21/09/15,Standard Class,BN-11515,Bradley Nguyen,18,Female,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185,TRUE
3971,3972,CA-2016-132374,22/02/16,24/02/16,Second Class,PS-19045,Penelope Sewall,24,Female,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,79.36,4,0,20.6336,TRUE
4037,4038,CA-2015-110786,29/12/15,02/01/16,Standard Class,AJ-10795,Anthony Johnson,23,Female,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,0,8.217,TRUE
4038,4039,CA-2015-110786,29/12/15,02/01/16,Standard Class,AJ-10795,Anthony Johnson,21,Female,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,21.12,4,0,9.504,TRUE
4039,4040,CA-2015-110786,29/12/15,02/01/16,Standard Class,AJ-10795,Anthony Johnson,19,Female,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,TRUE
4040,4041,CA-2015-110786,29/12/15,02/01/16,Standard Class,AJ-10795,Anthony Johnson,18,Female,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,TRUE
4041,4042,CA-2015-110786,29/12/15,02/01/16,Standard Class,AJ-10795,Anthony Johnson,22,Female,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976,3,0.2,19.1976,TRUE
4042,4043,CA-2015-110786,29/12/15,02/01/16,Standard Class,AJ-10795,Anthony Johnson,18,Female,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10001474,Office Supplies,Labels,Avery 477,274.77,9,0,126.3942,TRUE
4043,4044,CA-2015-110786,29/12/15,02/01/16,Standard Class,AJ-10795,Anthony Johnson,21,Female,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904,TRUE
4058,4059,CA-2016-124058,20/11/16,24/11/16,Standard Class,LC-16885,Lena Creighton,18,Female,Consumer,United States,Oakland,California,94601,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.744,7,0.2,-15.4581,TRUE
4059,4060,CA-2016-124058,20/11/16,24/11/16,Standard Class,LC-16885,Lena Creighton,21,Female,Consumer,United States,Oakland,California,94601,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2,35.76,TRUE
4104,4105,US-2018-155999,07/08/18,13/08/18,Standard Class,JK-15370,Jay Kimmel,20,Female,Consumer,United States,San Diego,California,92105,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,5,0.2,17.9955,TRUE
4105,4106,US-2018-155999,07/08/18,13/08/18,Standard Class,JK-15370,Jay Kimmel,24,Female,Consumer,United States,San Diego,California,92105,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2,0.2,4.644,TRUE
4143,4144,CA-2018-112725,30/01/18,06/02/18,Standard Class,EH-14125,Eugene Hildebrand,22,Female,Home Office,United States,San Francisco,California,94110,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74,7,0,5.733,TRUE
4144,4145,CA-2018-112725,30/01/18,06/02/18,Standard Class,EH-14125,Eugene Hildebrand,23,Female,Home Office,United States,San Francisco,California,94110,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,8.82,3,0,2.3814,TRUE
4145,4146,CA-2018-112725,30/01/18,06/02/18,Standard Class,EH-14125,Eugene Hildebrand,18,Female,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784,1,0.2,-13.5882,TRUE
4167,4168,CA-2015-157924,11/10/15,13/10/15,First Class,HA-14920,Helen Andreada,24,Female,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0,8.2992,TRUE
4168,4169,CA-2015-157924,11/10/15,13/10/15,First Class,HA-14920,Helen Andreada,19,Female,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,2,0.2,-65.0352,TRUE
4192,4193,CA-2016-150875,16/11/16,20/11/16,Standard Class,HK-14890,Heather Kirkland,24,Female,Corporate,United States,Boise,Idaho,83704,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,2,0,160.1766,TRUE
4193,4194,CA-2016-150875,16/11/16,20/11/16,Standard Class,HK-14890,Heather Kirkland,23,Female,Corporate,United States,Boise,Idaho,83704,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,304.776,3,0.2,22.8582,TRUE
4227,4228,CA-2016-154970,05/01/16,10/01/16,Standard Class,SR-20740,Steven Roelle,20,Female,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.584,1,0.2,-6.9282,TRUE
4302,4303,CA-2015-123253,22/08/15,25/08/15,Second Class,DE-13255,Deanra Eno,20,Female,Home Office,United States,Lakewood,Ohio,44107,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,0.2,1.0269,TRUE
4319,4320,CA-2015-152345,29/12/15,03/01/16,Second Class,ST-20530,Shui Tom,22,Female,Consumer,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943,TRUE
4320,4321,CA-2015-152345,29/12/15,03/01/16,Second Class,ST-20530,Shui Tom,23,Female,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0,7.9896,TRUE
4348,4349,CA-2018-169894,24/11/18,29/11/18,Second Class,MV-17485,Mark Van Huff,22,Female,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,20.724,2,0.7,-15.1976,TRUE
4349,4350,CA-2018-169894,24/11/18,29/11/18,Second Class,MV-17485,Mark Van Huff,22,Female,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872,8,0.2,-41.5872,TRUE
4388,4389,CA-2018-111556,20/11/18,22/11/18,First Class,CD-11920,Carlos Daly,23,Female,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,0,22.4448,TRUE
4389,4390,CA-2018-111556,20/11/18,22/11/18,First Class,CD-11920,Carlos Daly,24,Female,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,2,0.2,-25.2956,TRUE
4390,4391,CA-2018-111556,20/11/18,22/11/18,First Class,CD-11920,Carlos Daly,23,Female,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,3,0,327.5922,TRUE
4391,4392,CA-2018-111556,20/11/18,22/11/18,First Class,CD-11920,Carlos Daly,24,Female,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97,3,0,19.3116,TRUE
4397,4398,US-2015-138758,07/07/15,11/07/15,Standard Class,JL-15835,John Lee,18,Female,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.186,2,0.3,-46.7362,TRUE
4398,4399,US-2015-138758,07/07/15,11/07/15,Standard Class,JL-15835,John Lee,20,Female,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,2,0.2,12.0764,TRUE
4495,4496,CA-2018-112753,18/06/18,23/06/18,Standard Class,CC-12670,Craig Carreira,19,Female,Consumer,United States,Los Angeles,California,90032,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9,0.15,75.5937,TRUE
4496,4497,CA-2018-112753,18/06/18,23/06/18,Standard Class,CC-12670,Craig Carreira,21,Female,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6,0,19.0512,TRUE
4509,4510,CA-2018-167003,23/05/18,29/05/18,Standard Class,VS-21820,Vivek Sundaresam,20,Female,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233,TRUE
4514,4515,CA-2017-120873,27/10/17,01/11/17,Second Class,BW-11200,Ben Wallace,21,Female,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,290.98,1,0,75.6548,TRUE
4525,4526,US-2018-105046,17/07/18,23/07/18,Standard Class,BE-11335,Bill Eplett,23,Female,Home Office,United States,Rome,New York,13440,East,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,269.98,2,0,67.495,TRUE
4526,4527,US-2018-105046,17/07/18,23/07/18,Standard Class,BE-11335,Bill Eplett,19,Female,Home Office,United States,Rome,New York,13440,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,5,0,47.952,TRUE
4527,4528,US-2018-105046,17/07/18,23/07/18,Standard Class,BE-11335,Bill Eplett,20,Female,Home Office,United States,Rome,New York,13440,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,39.08,4,0,14.4596,TRUE
4539,4540,CA-2016-104129,27/02/16,02/03/16,Standard Class,ES-14080,Erin Smith,21,Female,Corporate,United States,Providence,Rhode Island,2908,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,105.98,2,0,1.0598,TRUE
4540,4541,CA-2016-104129,27/02/16,02/03/16,Standard Class,ES-14080,Erin Smith,20,Female,Corporate,United States,Providence,Rhode Island,2908,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,0.3,-28.224,TRUE
4633,4634,CA-2016-130456,21/08/16,26/08/16,Standard Class,DS-13180,David Smith,23,Female,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494,TRUE
4634,4635,CA-2016-130456,21/08/16,26/08/16,Standard Class,DS-13180,David Smith,19,Female,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392,TRUE
4666,4667,CA-2017-116547,10/01/17,17/01/17,Standard Class,KB-16585,Ken Black,20,Female,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,0,34.3656,TRUE
4667,4668,CA-2017-116547,10/01/17,17/01/17,Standard Class,KB-16585,Ken Black,23,Female,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0,13.2962,TRUE
4718,4719,CA-2016-109736,10/10/16,11/10/16,First Class,DJ-13420,Denny Joy,18,Female,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,7,0,21.7728,TRUE
4719,4720,CA-2016-142601,18/04/16,20/04/16,Second Class,DE-13255,Deanra Eno,23,Female,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7,0,9.4717,TRUE
4720,4721,CA-2016-142601,18/04/16,20/04/16,Second Class,DE-13255,Deanra Eno,22,Female,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,2,0,27.882,TRUE
4749,4750,CA-2017-123526,24/12/17,25/12/17,First Class,BV-11245,Benjamin Venier,21,Female,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,5,0,16.032,TRUE
4778,4779,CA-2018-132346,07/11/18,11/11/18,Standard Class,PK-19075,Pete Kriz,19,Female,Consumer,United States,Newark,Delaware,19711,East,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,100.94,7,0,33.3102,TRUE
4909,4910,CA-2018-127306,14/01/18,18/01/18,Standard Class,BH-11710,Brosina Hoffman,24,Female,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468,TRUE
4910,4911,CA-2018-127306,14/01/18,18/01/18,Standard Class,BH-11710,Brosina Hoffman,22,Female,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.288,7,0.2,12.7008,TRUE
4911,4912,CA-2018-127306,14/01/18,18/01/18,Standard Class,BH-11710,Brosina Hoffman,21,Female,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999,TRUE
4912,4913,CA-2018-127306,14/01/18,18/01/18,Standard Class,BH-11710,Brosina Hoffman,22,Female,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.577,TRUE
4913,4914,CA-2018-127306,14/01/18,18/01/18,Standard Class,BH-11710,Brosina Hoffman,18,Female,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2,0.7,-1.8392,TRUE
4944,4945,CA-2017-151372,05/09/17,06/09/17,First Class,JH-15985,Joseph Holt,22,Female,Consumer,United States,Redondo Beach,California,90278,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184,TRUE
4945,4946,CA-2017-151372,05/09/17,06/09/17,First Class,JH-15985,Joseph Holt,20,Female,Consumer,United States,Redondo Beach,California,90278,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,0.2,3.942,TRUE
4946,4947,CA-2017-151372,05/09/17,06/09/17,First Class,JH-15985,Joseph Holt,19,Female,Consumer,United States,Redondo Beach,California,90278,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,0,1.7876,TRUE
4952,4953,CA-2018-117926,08/12/18,12/12/18,Second Class,AS-10225,Alan Schoenberger,22,Female,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,0,20.844,TRUE
5056,5057,CA-2016-162166,08/09/16,11/09/16,First Class,NM-18520,Neoma Murray,23,Female,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,26.4,5,0,11.88,TRUE
5057,5058,CA-2016-162166,08/09/16,11/09/16,First Class,NM-18520,Neoma Murray,21,Female,Consumer,United States,Moreno Valley,California,92553,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,41.88,6,0,0.8376,TRUE
5093,5094,US-2015-140452,06/12/15,10/12/15,Standard Class,BK-11260,Berenike Kampe,24,Female,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.016,4,0.8,-31.536,TRUE
5094,5095,US-2015-140452,06/12/15,10/12/15,Standard Class,BK-11260,Berenike Kampe,18,Female,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,214.95,5,0.5,-120.372,TRUE
5095,5096,US-2015-140452,06/12/15,10/12/15,Standard Class,BK-11260,Berenike Kampe,22,Female,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,4,0.2,-7.008,TRUE
5096,5097,US-2015-140452,06/12/15,10/12/15,Standard Class,BK-11260,Berenike Kampe,22,Female,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,3,0.6,-4.8492,TRUE
5097,5098,US-2015-140452,06/12/15,10/12/15,Standard Class,BK-11260,Berenike Kampe,22,Female,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2,0.8,-8.05,TRUE
5098,5099,US-2015-140452,06/12/15,10/12/15,Standard Class,BK-11260,Berenike Kampe,20,Female,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,0.2,-8.3524,TRUE
5124,5125,CA-2015-160766,14/09/15,14/09/15,Same Day,DM-13015,Darrin Martin,19,Female,Consumer,United States,New York City,New York,10009,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348,TRUE
5125,5126,CA-2015-160766,14/09/15,14/09/15,Same Day,DM-13015,Darrin Martin,19,Female,Consumer,United States,New York City,New York,10009,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,7,0,31.4916,TRUE
5126,5127,CA-2015-160766,14/09/15,14/09/15,Same Day,DM-13015,Darrin Martin,20,Female,Consumer,United States,New York City,New York,10009,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4,0,1371.9804,TRUE
5127,5128,CA-2015-160766,14/09/15,14/09/15,Same Day,DM-13015,Darrin Martin,23,Female,Consumer,United States,New York City,New York,10009,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2,0,198.429,TRUE
5128,5129,CA-2015-160766,14/09/15,14/09/15,Same Day,DM-13015,Darrin Martin,24,Female,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0,4.4174,TRUE
